temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,hour,normal,economic_schedule,self-consumption,month,broken clouds,few clouds,heavy intensity rain,light rain,moderate rain,overcast clouds,scattered clouds,sky is clear
13.11,12.98,12.93,14.82,1024,96,3.76,88,12,0.0,0.0,0.304,1,0,0,0,0,0,1,0,0
13.6,13.52,13.43,15.57,1024,96,3.92,94,13,0.0,0.0,0.256,1,0,0,0,0,0,1,0,0
14.59,14.48,13.99,15.34,1023,91,4.39,97,14,0.2,0.0,0.141,1,0,0,0,0,0,1,0,0
14.59,14.38,13.99,15.34,1023,87,4.45,98,15,0.197,0.0,0.171,1,0,0,0,0,0,1,0,0
14.5,14.28,13.72,14.79,1023,87,3.77,91,16,0.218,0.0,0.076,1,0,0,0,0,0,1,0,0
14.02,13.78,13.34,14.04,1023,88,3.39,99,17,0.277,0.0,0.0,1,0,0,0,0,0,1,0,0
13.48,13.29,12.79,13.82,1024,92,3.21,88,18,0.422,0.0,0.0,1,0,0,0,0,0,1,0,0
13.48,13.31,12.79,13.82,1024,93,2.83,99,19,0.606,0.0,0.0,1,0,0,0,0,0,1,0,0
12.91,12.71,12.72,13.12,1024,94,2.15,99,20,0.426,0.0,0.0,1,0,0,0,0,0,1,0,0
13.0,12.84,12.23,13.82,1024,95,1.69,85,21,0.431,0.0,0.0,1,0,0,0,0,0,1,0,0
12.91,12.74,12.57,12.93,1024,95,1.73,76,22,0.0,0.751,0.0,1,1,0,0,0,0,0,0,0
12.89,12.72,12.23,12.93,1024,95,2.03,85,23,0.0,0.492,0.0,1,0,0,0,0,0,1,0,0
12.89,12.72,12.23,12.93,1024,95,2.31,95,0,0.0,0.384,0.0,1,0,0,0,0,0,1,0,0
12.4,12.18,12.23,12.82,1024,95,2.4,100,1,0.0,0.381,0.0,1,0,0,0,0,0,1,0,0
12.4,12.18,12.23,12.82,1024,95,2.62,100,2,0.0,0.263,0.0,1,0,0,0,0,0,1,0,0
12.4,12.18,12.23,12.82,1024,95,2.65,99,3,0.0,0.304,0.0,1,0,0,0,0,0,1,0,0
12.3,12.07,11.68,12.57,1024,95,2.71,99,4,0.0,0.246,0.0,1,0,0,0,0,0,1,0,0
12.3,12.07,11.68,12.57,1024,95,2.81,93,5,0.0,0.296,0.0,1,0,0,0,0,0,1,0,0
12.21,11.94,10.72,12.37,1024,94,2.81,81,6,0.0,0.36,0.0,1,1,0,0,0,0,0,0,0
12.19,11.89,10.72,12.37,1024,93,2.86,63,7,0.0,0.248,0.0,1,1,0,0,0,0,0,0,0
11.69,11.34,10.66,12.01,1024,93,2.77,55,8,0.267,0.0,0.027,1,1,0,0,0,0,0,0,0
12.26,12.0,10.66,12.37,1025,94,3.1,40,9,0.139,0.0,0.3,1,0,0,0,0,0,0,1,0
12.95,12.62,11.21,13.82,1025,89,3.72,36,10,0.0,0.0,0.385,1,0,0,0,0,0,0,1,0
14.54,14.19,12.32,14.82,1025,82,3.86,33,11,0.211,0.0,0.508,1,0,0,0,0,0,0,1,0
15.14,14.56,12.88,15.82,1025,71,4.19,49,12,0.636,0.0,0.711,1,0,0,0,0,0,0,1,0
15.55,14.91,13.43,15.7,1024,67,4.2,56,13,0.723,0.0,0.549,1,1,0,0,0,0,0,0,0
15.57,14.93,13.68,15.7,1023,67,4.5,60,14,0.833,0.0,0.344,1,1,0,0,0,0,0,0,0
15.1,14.39,14.23,15.15,1023,66,4.54,62,15,0.567,0.0,0.384,1,1,0,0,0,0,0,0,0
15.1,14.39,13.68,15.57,1024,66,3.84,37,16,0.838,0.0,0.132,1,0,0,0,0,0,0,1,0
14.54,13.83,13.12,15.82,1024,68,3.34,36,17,0.521,0.0,0.002,1,0,0,0,0,0,0,1,0
13.42,12.65,12.01,13.6,1024,70,3.71,37,18,0.449,0.0,0.0,1,0,0,0,0,0,0,1,0
12.05,11.53,11.45,12.88,1025,85,3.67,19,19,0.373,0.0,0.0,1,0,1,0,0,0,0,0,0
11.74,10.93,10.34,12.32,1025,75,3.52,6,20,0.37,0.0,0.0,1,0,0,0,0,0,0,0,1
11.14,10.29,9.23,11.77,1025,76,3.31,1,21,0.424,0.0,0.0,1,0,0,0,0,0,0,0,1
10.59,9.74,8.68,11.21,1026,78,2.85,0,22,0.0,0.39,0.0,1,0,0,0,0,0,0,0,1
10.14,9.46,7.57,11.21,1026,86,2.51,2,23,0.0,0.473,0.0,1,0,0,0,0,0,0,0,1
9.55,8.5,7.57,10.66,1026,81,2.21,4,0,0.0,0.336,0.0,1,0,0,0,0,0,0,0,1
9.44,8.51,7.57,10.1,1027,80,2.03,5,1,0.0,0.386,0.0,1,0,0,0,0,0,0,0,1
9.34,8.46,6.72,9.59,1027,81,1.96,7,2,0.0,0.343,0.0,1,0,0,0,0,0,0,0,1
9.43,8.51,7.57,9.59,1027,76,2.02,6,3,0.0,0.329,0.0,1,0,0,0,0,0,0,0,1
8.75,7.63,5.72,9.04,1028,73,2.13,8,4,0.0,0.287,0.0,1,0,0,0,0,0,0,0,1
8.34,7.12,6.72,8.99,1028,75,2.16,4,5,0.0,0.264,0.0,1,0,0,0,0,0,0,0,1
7.26,5.96,5.72,8.43,1028,77,2.04,0,6,0.0,0.308,0.0,1,0,0,0,0,0,0,0,1
7.33,6.11,6.68,7.88,1029,72,1.97,0,7,0.0,0.664,0.0,1,0,0,0,0,0,0,0,1
6.34,5.05,6.26,7.57,1030,73,1.88,61,8,0.145,0.0,0.118,1,1,0,0,0,0,0,0,0
7.69,6.28,5.72,7.93,1030,68,2.25,99,9,0.0,0.0,0.309,1,0,0,0,0,0,1,0,0
8.4,7.79,7.57,8.6,1031,66,1.53,97,10,0.0,0.0,0.284,1,0,0,0,0,0,1,0,0
9.59,9.59,8.43,9.82,1031,60,1.32,100,11,0.0,0.0,0.44,1,0,0,0,0,0,1,0,0
10.17,8.65,9.54,10.82,1031,54,1.38,0,12,0.478,0.0,0.91,1,0,0,0,0,0,0,0,1
11.32,9.84,9.54,12.82,1030,51,1.17,0,13,0.944,0.0,0.887,1,0,0,0,0,0,0,0,1
11.9,10.43,10.1,13.82,1029,49,1.0,0,14,0.002,0.0,0.504,1,0,0,0,0,0,0,0,1
11.9,10.22,10.66,13.82,1029,41,0.53,2,15,0.0,0.0,0.353,1,0,0,0,0,0,0,0,1
12.37,10.6,10.66,12.82,1029,36,1.35,80,16,1.355,0.0,0.09,1,1,0,0,0,0,0,0,0
11.76,9.93,10.72,11.82,1029,36,1.23,85,17,0.582,0.0,0.0,1,0,0,0,0,0,1,0,0
9.13,8.36,7.57,10.1,1029,65,1.8,11,18,1.569,0.0,0.0,1,0,1,0,0,0,0,0,0
8.2,7.12,7.57,9.54,1030,69,1.97,0,19,1.84,0.0,0.0,1,0,0,0,0,0,0,0,1
8.8,7.7,7.57,8.99,1030,75,2.11,0,20,0.55,0.0,0.0,1,0,0,0,0,0,0,0,1
7.2,5.61,6.72,8.43,1030,81,2.37,0,21,0.385,0.0,0.0,1,0,0,0,0,0,0,0,1
7.92,6.52,5.34,8.43,1030,84,2.29,0,22,0.0,0.342,0.0,1,0,0,0,0,0,0,0,1
6.89,5.51,4.23,7.32,1030,83,2.06,0,23,0.0,0.465,0.0,1,0,0,0,0,0,0,0,1
5.99,4.44,3.68,6.77,1029,83,2.08,1,0,0.0,0.455,0.0,1,0,0,0,0,0,0,0,1
5.84,4.46,3.12,6.21,1029,83,1.89,5,1,0.0,0.305,0.0,1,0,0,0,0,0,0,0,1
4.99,3.35,2.57,5.66,1029,84,2.01,0,2,0.0,0.348,0.0,1,0,0,0,0,0,0,0,1
3.4,1.53,2.57,5.1,1029,87,1.98,1,3,0.0,0.332,0.0,1,0,0,0,0,0,0,0,1
4.11,2.34,2.01,5.1,1029,88,1.99,1,4,0.0,0.285,0.0,1,0,0,0,0,0,0,0,1
4.0,2.04,2.01,5.01,1029,89,2.16,3,5,0.0,0.301,0.0,1,0,0,0,0,0,0,0,1
3.83,1.85,1.45,3.99,1028,91,2.15,5,6,0.0,0.275,0.0,1,0,0,0,0,0,0,0,1
3.12,1.0,1.45,4.45,1028,91,2.17,4,7,0.0,1.683,0.0,1,0,0,0,0,0,0,0,1
3.83,1.81,1.45,3.99,1028,91,2.19,3,8,0.23,0.0,0.133,1,0,0,0,0,0,0,0,1
6.55,4.49,2.57,6.82,1028,63,2.82,0,9,0.0,0.0,0.299,1,0,0,0,0,0,0,0,1
7.89,6.45,5.1,7.93,1028,57,2.34,0,10,0.0,0.0,0.294,1,0,0,0,0,0,0,0,1
9.42,8.62,6.21,9.59,1028,56,1.88,0,11,0.0,0.0,0.3,1,0,0,0,0,0,0,0,1
10.7,9.13,9.23,10.82,1027,50,1.79,0,12,0.0,0.0,0.301,1,0,0,0,0,0,0,0,1
11.21,9.48,10.34,11.26,1027,42,1.51,6,13,0.0,0.0,0.37,1,0,0,0,0,0,0,0,1
11.33,9.64,8.99,12.82,1026,43,1.28,16,14,0.0,0.0,0.295,1,0,1,0,0,0,0,0,0
11.84,10.05,9.54,12.82,1025,37,1.39,0,15,0.0,0.0,0.307,1,0,0,0,0,0,0,0,1
11.77,9.94,9.23,11.82,1025,36,1.6,0,16,0.152,0.0,0.136,1,0,0,0,0,0,0,0,1
11.09,9.33,8.68,11.68,1025,41,1.82,0,17,0.453,0.0,0.001,1,0,0,0,0,0,0,0,1
7.95,6.43,5.82,9.54,1025,51,2.45,0,18,0.368,0.0,0.0,1,0,0,0,0,0,0,0,1
6.82,5.08,4.15,8.43,1025,63,2.47,0,19,1.346,0.0,0.0,1,0,0,0,0,0,0,0,1
5.49,3.41,3.6,8.43,1025,65,2.59,0,20,0.444,0.0,0.0,1,0,0,0,0,0,0,0,1
4.52,2.48,3.04,7.32,1025,68,2.33,0,21,0.369,0.0,0.0,1,0,0,0,0,0,0,0,1
4.89,2.99,1.93,6.77,1026,65,2.25,0,22,0.0,0.419,0.0,1,0,0,0,0,0,0,0,1
5.47,3.5,2.49,6.21,1026,67,2.45,0,23,0.0,0.31,0.0,1,0,0,0,0,0,0,0,1
4.65,2.59,1.93,6.12,1026,69,2.38,0,0,0.0,0.351,0.0,1,0,0,0,0,0,0,0,1
3.28,0.92,1.38,5.66,1026,71,2.44,0,1,0.0,0.376,0.0,1,0,0,0,0,0,0,0,1
2.42,0.02,0.82,5.1,1026,76,2.32,0,2,0.0,0.373,0.0,1,0,0,0,0,0,0,0,1
3.08,0.91,0.82,5.1,1027,78,2.21,0,3,0.0,0.351,0.0,1,0,0,0,0,0,0,0,1
1.78,-0.73,0.72,5.1,1027,81,2.32,0,4,0.0,0.361,0.0,1,0,0,0,0,0,0,0,1
2.37,-0.11,0.26,5.1,1027,81,2.39,1,5,0.0,0.339,0.0,1,0,0,0,0,0,0,0,1
3.01,0.73,0.26,5.1,1027,82,2.3,0,6,0.0,0.362,0.0,1,0,0,0,0,0,0,0,1
2.26,-0.11,-0.29,5.1,1027,83,2.26,0,7,0.0,1.157,0.0,1,0,0,0,0,0,0,0,1
3.2,0.98,2.72,4.54,1027,84,2.28,0,8,0.291,0.0,0.171,1,0,0,0,0,0,0,0,1
5.67,3.36,2.49,6.26,1028,61,2.93,0,9,0.0,0.0,0.305,1,0,0,0,0,0,0,0,1
7.67,6.33,4.54,7.93,1028,59,2.17,0,10,0.0,0.0,0.355,1,0,0,0,0,0,0,0,1
8.78,8.78,5.66,9.04,1028,57,1.31,0,11,0.0,0.0,0.347,1,0,0,0,0,0,0,0,1
10.08,8.5,8.04,10.15,1027,52,0.99,0,12,0.0,0.0,0.358,1,0,0,0,0,0,0,0,1
11.11,9.66,9.23,11.26,1027,53,0.58,0,13,0.0,0.0,0.364,1,0,0,0,0,0,0,0,1
11.82,10.34,11.12,11.93,1026,49,0.12,1,14,0.0,0.0,0.341,1,0,0,0,0,0,0,0,1
11.84,10.36,10.9,13.04,1026,49,0.61,3,15,0.0,0.0,0.356,1,0,0,0,0,0,0,0,1
11.79,10.43,9.54,13.6,1026,54,0.62,4,16,0.185,0.0,0.149,1,0,0,0,0,0,0,0,1
11.18,9.79,10.1,11.68,1026,55,0.88,3,17,0.534,0.0,0.001,1,0,0,0,0,0,0,0,1
8.1,7.06,7.72,10.01,1026,65,1.91,3,18,2.337,0.0,0.0,1,0,0,0,0,0,0,0,1
6.96,5.45,5.26,8.9,1027,68,2.22,3,19,2.198,0.0,0.0,1,0,0,0,0,0,0,0,1
6.93,5.34,4.71,8.9,1027,77,2.31,6,20,0.647,0.0,0.0,1,0,0,0,0,0,0,0,1
5.32,3.29,4.15,7.79,1027,80,2.49,5,21,0.516,0.0,0.0,1,0,0,0,0,0,0,0,1
6.06,4.23,5.72,7.23,1028,81,2.41,3,22,0.0,0.469,0.0,1,0,0,0,0,0,0,0,1
6.09,4.61,3.6,6.68,1028,78,2.03,4,23,0.0,0.418,0.0,1,0,0,0,0,0,0,0,1
4.08,2.49,2.49,6.12,1028,82,1.83,9,0,0.0,0.394,0.0,1,0,0,0,0,0,0,0,1
5.46,4.18,1.38,6.68,1029,78,1.74,6,1,0.0,0.378,0.0,1,0,0,0,0,0,0,0,1
4.67,3.28,1.93,6.68,1029,83,1.73,4,2,0.0,0.307,0.0,1,0,0,0,0,0,0,0,1
3.87,2.2,0.82,6.12,1029,83,1.87,6,3,0.0,0.327,0.0,1,0,0,0,0,0,0,0,1
3.28,1.28,1.38,5.66,1029,84,2.08,3,4,0.0,0.295,0.0,1,0,0,0,0,0,0,0,1
3.85,1.96,0.82,5.66,1029,86,2.06,8,5,0.0,0.328,0.0,1,0,0,0,0,0,0,0,1
3.72,1.72,0.82,5.1,1029,86,2.15,8,6,0.0,0.277,0.0,1,0,0,0,0,0,0,0,1
3.59,1.53,0.82,4.54,1030,87,2.19,8,7,0.0,1.083,0.0,1,0,0,0,0,0,0,0,1
3.52,1.57,0.26,4.54,1030,87,2.07,9,8,0.273,0.0,0.137,1,0,0,0,0,0,0,0,1
5.61,3.55,1.93,5.82,1031,72,2.59,8,9,0.0,0.0,0.287,1,0,0,0,0,0,0,0,1
6.74,5.42,4.79,6.82,1031,66,1.97,4,10,0.0,0.0,0.31,1,0,0,0,0,0,0,0,1
7.92,7.07,7.23,7.93,1032,62,1.69,2,11,0.298,0.0,0.613,1,0,0,0,0,0,0,0,1
9.51,8.87,8.72,9.59,1031,57,1.72,0,12,0.405,0.0,0.648,1,0,0,0,0,0,0,0,1
10.19,8.75,8.9,10.82,1031,57,1.31,0,13,0.0,0.0,0.277,1,0,0,0,0,0,0,0,1
11.29,9.83,10.57,11.82,1030,52,1.05,0,14,0.023,0.0,0.581,1,0,0,0,0,0,0,0,1
11.32,9.92,11.12,12.01,1029,54,1.71,0,15,0.155,0.0,0.401,1,0,0,0,0,0,0,0,1
11.19,9.91,8.99,13.04,1029,59,2.2,0,16,0.176,0.0,0.155,1,0,0,0,0,0,0,0,1
10.61,9.32,9.54,11.93,1030,61,1.85,0,17,0.308,0.0,0.003,1,0,0,0,0,0,0,0,1
8.9,7.75,6.38,9.04,1030,71,2.2,0,18,0.564,0.0,0.0,1,0,0,0,0,0,0,0,1
6.32,4.67,5.26,8.43,1030,73,2.26,0,19,0.741,0.0,0.0,1,0,0,0,0,0,0,0,1
7.67,6.28,4.15,7.93,1030,76,2.23,0,20,1.811,0.0,0.0,1,0,0,0,0,0,0,0,1
7.06,5.64,3.04,7.37,1030,79,2.14,0,21,0.539,0.0,0.0,1,0,0,0,0,0,0,0,1
6.63,4.85,4.72,6.82,1030,82,2.48,0,22,0.0,0.401,0.0,1,0,0,0,0,0,0,0,1
5.88,3.93,1.93,6.26,1030,85,2.51,5,23,0.0,0.424,0.0,1,0,0,0,0,0,0,0,1
5.99,4.42,3.34,6.26,1030,78,2.1,9,0,0.0,0.407,0.0,1,0,0,0,0,0,0,0,1
5.48,3.91,2.23,5.9,1029,81,2.02,5,1,0.0,0.394,0.0,1,0,0,0,0,0,0,0,1
2.75,0.63,-0.29,5.34,1029,84,2.11,3,2,0.0,0.311,0.0,1,0,0,0,0,0,0,0,1
1.98,-0.57,-0.29,5.34,1028,87,2.39,8,3,0.0,0.305,0.0,1,0,0,0,0,0,0,0,1
4.6,2.36,-0.85,5.15,1028,77,2.58,92,4,0.0,0.326,0.0,1,0,0,0,0,0,1,0,0
4.14,1.6,-0.85,5.34,1027,79,2.83,91,5,0.0,0.287,0.0,1,0,0,0,0,0,1,0,0
4.19,1.41,0.72,6.45,1027,78,3.16,94,6,0.0,0.309,0.0,1,0,0,0,0,0,1,0,0
4.19,1.25,0.72,7.01,1027,78,3.4,76,7,0.0,1.236,0.0,1,1,0,0,0,0,0,0,0
5.34,3.02,1.68,6.45,1026,77,2.86,83,8,0.333,0.0,0.039,1,1,0,0,0,0,0,0,0
5.36,2.81,2.72,7.01,1027,78,3.18,47,9,0.0,0.0,0.293,1,0,0,0,0,0,0,1,0
7.21,5.35,3.9,8.12,1026,76,2.73,24,10,0.0,0.0,0.295,1,0,1,0,0,0,0,0,0
8.59,6.8,6.68,9.82,1026,74,3.03,35,11,0.0,0.0,0.309,1,0,0,0,0,0,0,1,0
10.2,9.13,9.23,10.82,1025,71,2.86,55,12,0.212,0.0,0.376,1,1,0,0,0,0,0,0,0
9.71,7.84,7.88,11.82,1024,80,3.6,65,13,0.007,0.0,0.29,1,1,0,0,0,0,0,0,0
10.7,9.91,8.43,11.82,1022,80,4.05,77,14,0.392,0.0,0.314,1,1,0,0,0,0,0,0,0
11.22,10.36,8.99,11.82,1021,75,3.92,36,15,0.056,0.0,0.238,1,0,0,0,0,0,0,1,0
11.25,10.31,9.54,11.82,1021,72,3.78,7,16,0.606,0.0,0.169,1,0,0,0,0,0,0,0,1
10.76,9.59,9.71,11.82,1022,65,3.32,0,17,1.479,0.0,0.003,1,0,0,0,0,0,0,0,1
9.71,7.82,9.23,9.82,1022,73,3.63,0,18,1.577,0.0,0.0,1,0,0,0,0,0,0,0,1
8.72,6.56,8.43,9.45,1022,75,3.74,0,19,1.055,0.0,0.0,1,0,0,0,0,0,0,0,1
7.92,5.63,7.72,8.68,1023,78,3.65,0,20,0.564,0.0,0.0,1,0,0,0,0,0,0,0,1
7.54,5.3,4.15,7.88,1023,81,3.41,0,21,0.721,0.0,0.0,1,0,0,0,0,0,0,0,1
6.92,4.66,6.72,8.68,1024,83,3.24,0,22,0.0,0.595,0.0,1,0,0,0,0,0,0,0,1
6.77,4.55,6.68,8.68,1024,83,3.13,0,23,0.0,0.507,0.0,1,0,0,0,0,0,0,0,1
6.77,4.75,6.68,8.12,1024,85,2.83,0,0,0.0,0.524,0.0,1,0,0,0,0,0,0,0,1
6.72,4.79,5.57,8.12,1024,85,2.69,1,1,0.0,0.556,0.0,1,0,0,0,0,0,0,0,1
4.56,2.32,1.38,8.12,1023,86,2.57,1,2,0.0,0.57,0.0,1,0,0,0,0,0,0,0,1
5.36,3.3,1.38,5.82,1023,85,2.53,3,3,0.0,0.421,0.0,1,0,0,0,0,0,0,0,1
5.39,3.19,0.82,8.12,1023,85,2.71,2,4,0.0,0.308,0.0,1,0,0,0,0,0,0,0,1
5.33,2.93,3.99,7.57,1023,84,2.96,4,5,0.0,0.29,0.0,1,0,0,0,0,0,0,0,1
3.91,1.11,-0.29,8.12,1023,85,3.11,6,6,0.0,0.305,0.0,1,0,0,0,0,0,0,0,1
4.3,1.62,2.88,7.57,1024,84,3.06,5,7,0.0,0.893,0.0,1,0,0,0,0,0,0,0,1
4.3,1.73,2.88,7.01,1024,84,2.91,2,8,0.313,0.0,0.173,1,0,0,0,0,0,0,0,1
6.54,4.1,2.88,7.82,1024,79,3.39,0,9,0.0,0.0,0.299,1,0,0,0,0,0,0,0,1
10.1,8.84,7.57,10.15,1025,64,3.91,0,10,0.0,0.0,0.303,1,0,0,0,0,0,0,0,1
10.2,8.95,8.68,10.82,1025,64,4.7,2,11,0.0,0.0,0.316,1,0,0,0,0,0,0,0,1
11.16,9.79,7.88,11.82,1024,56,4.49,2,12,0.001,0.0,0.596,1,0,0,0,0,0,0,0,1
11.82,10.49,8.99,12.82,1023,55,4.77,8,13,0.063,0.0,0.474,1,0,0,0,0,0,0,0,1
12.41,11.04,10.1,14.15,1023,51,5.05,20,14,0.046,0.0,0.401,1,0,1,0,0,0,0,0,0
11.91,10.49,10.34,14.15,1023,51,4.98,31,15,0.481,0.0,0.44,1,0,0,0,0,0,0,1,0
11.86,10.43,11.21,12.82,1022,51,4.13,5,16,0.273,0.0,0.185,1,0,0,0,0,0,0,0,1
11.28,9.85,11.21,12.23,1023,53,3.44,0,17,0.458,0.0,0.009,1,0,0,0,0,0,0,0,1
10.01,8.71,8.68,10.66,1023,63,3.84,0,18,0.493,0.0,0.0,1,0,0,0,0,0,0,0,1
8.98,6.81,7.57,9.54,1024,64,3.87,0,19,0.506,0.0,0.0,1,0,0,0,0,0,0,0,1
8.61,6.46,6.38,9.54,1024,67,3.68,0,20,0.612,0.0,0.0,1,0,0,0,0,0,0,0,1
7.8,5.57,6.45,8.43,1025,69,3.49,0,21,0.571,0.0,0.0,1,0,0,0,0,0,0,0,1
7.05,4.82,6.45,7.88,1025,74,3.23,0,22,0.0,0.578,0.0,1,0,0,0,0,0,0,0,1
7.02,4.97,6.45,7.88,1025,77,2.95,0,23,0.0,0.494,0.0,1,0,0,0,0,0,0,0,1
6.74,4.71,6.12,6.82,1025,78,2.83,0,0,0.0,0.595,0.0,1,0,0,0,0,0,0,0,1
5.76,3.58,4.15,6.77,1025,80,2.78,0,1,0.0,0.37,0.0,1,0,0,0,0,0,0,0,1
4.69,2.4,1.93,6.21,1025,83,2.66,0,2,0.0,0.316,0.0,1,0,0,0,0,0,0,0,1
3.79,1.49,0.82,5.66,1025,85,2.47,0,3,0.0,0.315,0.0,1,0,0,0,0,0,0,0,1
2.99,0.66,0.26,5.1,1026,87,2.35,0,4,0.0,0.3,0.0,1,0,0,0,0,0,0,0,1
2.33,-0.02,0.26,5.1,1026,87,2.26,0,5,0.0,0.318,0.0,1,0,0,0,0,0,0,0,1
4.25,2.21,-0.29,4.59,1026,74,2.28,0,6,0.0,1.018,0.0,1,0,0,0,0,0,0,0,1
4.4,2.34,2.72,4.59,1026,74,2.33,0,7,0.0,1.364,0.0,1,0,0,0,0,0,0,0,1
3.75,1.52,2.23,4.23,1026,89,2.39,0,8,0.124,0.0,0.179,1,0,0,0,0,0,0,0,1
6.0,3.64,2.49,6.26,1027,68,3.09,0,9,0.062,0.0,0.444,1,0,0,0,0,0,0,0,1
7.19,5.27,4.54,7.37,1027,65,2.8,0,10,0.11,0.0,0.459,1,0,0,0,0,0,0,0,1
8.79,7.11,5.66,9.04,1027,62,2.91,0,11,0.213,0.0,0.652,1,0,0,0,0,0,0,0,1
10.59,9.14,9.15,10.7,1026,55,2.5,0,12,0.0,0.0,0.315,1,0,0,0,0,0,0,0,1
12.04,10.63,10.34,12.37,1025,51,1.9,0,13,0.0,0.0,0.305,1,0,0,0,0,0,0,0,1
12.33,10.95,10.9,13.04,1024,51,2.2,0,14,0.758,0.0,0.408,1,0,0,0,0,0,0,0,1
11.85,10.47,11.45,13.6,1024,53,3.06,1,15,1.328,0.0,0.544,1,0,0,0,0,0,0,0,1
11.9,10.56,10.1,14.15,1024,54,3.07,25,16,0.478,0.0,0.182,1,0,0,0,0,0,0,1,0
11.8,10.52,10.66,11.82,1024,57,2.45,17,17,0.553,0.0,0.002,1,0,1,0,0,0,0,0,0
9.79,8.32,9.15,10.1,1024,62,2.89,1,18,0.902,0.0,0.0,1,0,0,0,0,0,0,0,1
8.02,5.93,6.93,9.54,1025,66,3.33,0,19,2.183,0.0,0.0,1,0,0,0,0,0,0,0,1
8.08,5.9,7.01,8.99,1025,67,3.51,0,20,1.155,0.0,0.0,1,0,0,0,0,0,0,0,1
8.18,6.33,4.71,8.82,1026,67,3.0,0,21,0.71,0.0,0.0,1,0,0,0,0,0,0,0,1
6.76,4.76,4.71,7.88,1026,73,2.8,2,22,0.0,1.683,0.0,1,0,0,0,0,0,0,0,1
5.56,3.31,4.15,6.68,1026,75,2.82,3,23,0.0,0.916,0.0,1,0,0,0,0,0,0,0,1
5.05,2.73,4.23,7.23,1026,76,2.78,2,0,0.0,0.557,0.0,1,0,0,0,0,0,0,0,1
5.05,2.77,3.12,7.23,1026,78,2.73,2,1,0.0,0.41,0.0,1,0,0,0,0,0,0,0,1
5.79,3.77,3.12,6.12,1026,79,2.58,1,2,0.0,0.325,0.0,1,0,0,0,0,0,0,0,1
4.82,2.69,3.12,5.57,1026,80,2.5,1,3,0.0,0.331,0.0,1,0,0,0,0,0,0,0,1
3.04,0.66,2.57,5.57,1026,81,2.41,1,4,0.0,0.366,0.0,1,0,0,0,0,0,0,0,1
1.22,-1.49,0.72,4.45,1026,83,2.41,0,5,0.0,0.321,0.0,1,0,0,0,0,0,0,0,1
1.04,-1.75,0.72,4.45,1026,83,2.46,1,6,0.0,0.306,0.0,1,0,0,0,0,0,0,0,1
0.93,-1.79,0.72,3.9,1027,84,2.37,2,7,0.0,1.177,0.0,1,0,0,0,0,0,0,0,1
3.6,1.31,-0.28,4.04,1027,71,2.43,0,8,0.222,0.0,0.176,1,0,0,0,0,0,0,0,1
5.47,3.17,2.49,5.7,1028,65,2.87,1,9,0.13,0.0,0.437,1,0,0,0,0,0,0,0,1
6.82,5.62,6.68,6.93,1028,64,1.87,1,10,0.657,0.0,0.749,1,0,0,0,0,0,0,0,1
7.92,6.66,7.72,8.6,1028,59,2.13,0,11,0.022,0.0,0.606,1,0,0,0,0,0,0,0,1
9.12,7.79,8.68,10.26,1028,56,2.48,0,12,0.794,0.0,0.995,1,0,0,0,0,0,0,0,1
9.73,8.31,9.23,11.38,1027,52,2.8,0,13,0.0,0.0,0.587,1,0,0,0,0,0,0,0,1
10.32,8.77,10.15,11.82,1026,52,2.54,3,14,0.615,0.0,0.448,1,0,0,0,0,0,0,0,1
10.8,9.24,9.54,12.49,1025,50,2.06,46,15,0.469,0.0,0.505,1,0,0,0,0,0,0,1,0
10.91,9.31,10.1,13.04,1025,48,1.62,44,16,3.381,0.0,0.192,1,0,0,0,0,0,0,1,0
10.78,9.17,10.1,11.82,1026,48,1.01,23,17,1.893,0.0,0.002,1,0,1,0,0,0,0,0,0
8.78,7.78,6.93,10.01,1026,53,1.99,4,18,0.659,0.0,0.0,1,0,0,0,0,0,0,0,1
6.43,5.13,5.72,8.9,1026,57,1.9,2,19,0.568,0.0,0.0,1,0,0,0,0,0,0,0,1
6.16,5.12,4.71,8.34,1027,67,1.62,0,20,1.097,0.0,0.0,1,0,0,0,0,0,0,0,1
5.34,4.17,4.15,8.34,1027,76,1.63,1,21,1.375,0.0,0.0,1,0,0,0,0,0,0,0,1
4.41,2.92,3.04,7.23,1028,84,1.78,13,22,0.0,1.643,0.0,1,0,1,0,0,0,0,0,0
3.57,2.27,2.49,6.68,1028,87,1.53,11,23,0.0,1.656,0.0,1,0,1,0,0,0,0,0,0
3.48,2.13,1.93,6.21,1028,87,1.56,2,0,0.0,0.557,0.0,1,0,0,0,0,0,0,0,1
4.15,2.87,3.12,5.57,1028,86,1.58,0,1,0.0,0.446,0.0,1,0,0,0,0,0,0,0,1
5.61,4.37,2.57,5.82,1028,84,1.73,0,2,0.0,0.305,0.0,1,0,0,0,0,0,0,0,1
5.56,4.03,2.01,5.82,1028,84,1.99,0,3,0.0,0.29,0.0,1,0,0,0,0,0,0,0,1
4.73,2.91,1.45,5.01,1029,82,2.14,0,4,0.0,0.313,0.0,1,0,0,0,0,0,0,0,1
4.71,2.78,1.45,4.82,1029,82,2.25,2,5,0.0,0.288,0.0,1,0,0,0,0,0,0,0,1
3.98,1.78,0.9,4.54,1029,82,2.4,0,6,0.0,0.313,0.0,1,0,0,0,0,0,0,0,1
